,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,team,total,home,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,team_opp,total_opp,home_opp,season,date,won
0,240.0,42.0,91.0,0.462,14.0,39.0,0.359,20.0,23.0,0.87,11.0,31.0,42.0,23.0,6.0,4.0,13.0,20.0,118.0,,,,10.0,23.0,1.0,6.0,14.0,0.6,6.0,8.0,1.0,3.0,7.0,10.0,4.0,1.0,3.0,6.0,4.0,29.0,20.2,14.0,UTA,118,0,240.0,39.0,83.0,0.47,13.0,42.0,0.31,22.0,27.0,0.815,10.0,33.0,43.0,27.0,11.0,8.0,18.0,22.0,113.0,,,,8.0,19.0,1.0,4.0,13.0,1.0,8.0,9.0,1.0,3.0,7.0,8.0,7.0,4.0,4.0,5.0,5.0,23.0,20.3,7.0,POR,113,1,2023,2022-11-19,True
1,240.0,39.0,83.0,0.47,13.0,42.0,0.31,22.0,27.0,0.815,10.0,33.0,43.0,27.0,11.0,8.0,18.0,22.0,113.0,,,,8.0,19.0,1.0,4.0,13.0,1.0,8.0,9.0,1.0,3.0,7.0,8.0,7.0,4.0,4.0,5.0,5.0,23.0,20.3,7.0,POR,113,1,240.0,42.0,91.0,0.462,14.0,39.0,0.359,20.0,23.0,0.87,11.0,31.0,42.0,23.0,6.0,4.0,13.0,20.0,118.0,,,,10.0,23.0,1.0,6.0,14.0,0.6,6.0,8.0,1.0,3.0,7.0,10.0,4.0,1.0,3.0,6.0,4.0,29.0,20.2,14.0,UTA,118,0,2023,2022-11-19,False
2,240.0,39.0,92.0,0.424,8.0,33.0,0.242,18.0,19.0,0.947,8.0,34.0,42.0,27.0,3.0,4.0,11.0,23.0,104.0,,,,14.0,25.0,0.56,3.0,8.0,0.667,9.0,10.0,1.0,1.0,11.0,12.0,10.0,1.0,1.0,3.0,5.0,39.0,32.5,15.0,PHO,104,0,240.0,38.0,98.0,0.388,13.0,47.0,0.277,26.0,29.0,0.897,20.0,39.0,59.0,23.0,9.0,5.0,14.0,19.0,115.0,,,,12.0,28.0,0.667,5.0,16.0,0.5,7.0,8.0,1.0,5.0,7.0,12.0,7.0,4.0,3.0,4.0,4.0,32.0,28.1,23.0,CHO,115,1,2025,2025-01-07,False
3,240.0,38.0,98.0,0.388,13.0,47.0,0.277,26.0,29.0,0.897,20.0,39.0,59.0,23.0,9.0,5.0,14.0,19.0,115.0,,,,12.0,28.0,0.667,5.0,16.0,0.5,7.0,8.0,1.0,5.0,7.0,12.0,7.0,4.0,3.0,4.0,4.0,32.0,28.1,23.0,CHO,115,1,240.0,39.0,92.0,0.424,8.0,33.0,0.242,18.0,19.0,0.947,8.0,34.0,42.0,27.0,3.0,4.0,11.0,23.0,104.0,,,,14.0,25.0,0.56,3.0,8.0,0.667,9.0,10.0,1.0,1.0,11.0,12.0,10.0,1.0,1.0,3.0,5.0,39.0,32.5,15.0,PHO,104,0,2025,2025-01-07,True
4,240.0,48.0,99.0,0.485,11.0,35.0,0.314,12.0,19.0,0.632,22.0,39.0,61.0,26.0,6.0,6.0,11.0,13.0,119.0,,,,13.0,26.0,1.0,6.0,11.0,0.75,3.0,6.0,1.0,7.0,8.0,13.0,6.0,2.0,3.0,2.0,3.0,34.0,24.7,22.0,POR,119,0,240.0,41.0,95.0,0.432,11.0,35.0,0.314,9.0,13.0,0.692,14.0,29.0,43.0,27.0,6.0,3.0,8.0,15.0,102.0,,,,11.0,19.0,0.667,3.0,7.0,0.5,2.0,4.0,1.0,6.0,12.0,18.0,9.0,2.0,2.0,3.0,4.0,25.0,24.2,1.0,PHI,102,1,2025,2025-03-03,True
5,240.0,41.0,95.0,0.432,11.0,35.0,0.314,9.0,13.0,0.692,14.0,29.0,43.0,27.0,6.0,3.0,8.0,15.0,102.0,,,,11.0,19.0,0.667,3.0,7.0,0.5,2.0,4.0,1.0,6.0,12.0,18.0,9.0,2.0,2.0,3.0,4.0,25.0,24.2,1.0,PHI,102,1,240.0,48.0,99.0,0.485,11.0,35.0,0.314,12.0,19.0,0.632,22.0,39.0,61.0,26.0,6.0,6.0,11.0,13.0,119.0,,,,13.0,26.0,1.0,6.0,11.0,0.75,3.0,6.0,1.0,7.0,8.0,13.0,6.0,2.0,3.0,2.0,3.0,34.0,24.7,22.0,POR,119,0,2025,2025-03-03,False
6,240.0,34.0,92.0,0.37,14.0,38.0,0.368,20.0,23.0,0.87,14.0,34.0,48.0,25.0,9.0,3.0,19.0,16.0,102.0,,,,5.0,14.0,0.6,3.0,6.0,0.667,17.0,19.0,1.0,5.0,7.0,10.0,7.0,4.0,1.0,5.0,4.0,26.0,18.5,4.0,OKC,102,0,240.0,48.0,94.0,0.511,14.0,38.0,0.368,13.0,16.0,0.813,10.0,40.0,50.0,32.0,13.0,9.0,17.0,19.0,123.0,,,,9.0,19.0,1.0,5.0,12.0,0.667,8.0,10.0,1.0,3.0,10.0,13.0,11.0,2.0,5.0,3.0,3.0,26.0,28.2,15.0,MEM,123,1,2023,2022-12-07,False
7,240.0,48.0,94.0,0.511,14.0,38.0,0.368,13.0,16.0,0.813,10.0,40.0,50.0,32.0,13.0,9.0,17.0,19.0,123.0,,,,9.0,19.0,1.0,5.0,12.0,0.667,8.0,10.0,1.0,3.0,10.0,13.0,11.0,2.0,5.0,3.0,3.0,26.0,28.2,15.0,MEM,123,1,240.0,34.0,92.0,0.37,14.0,38.0,0.368,20.0,23.0,0.87,14.0,34.0,48.0,25.0,9.0,3.0,19.0,16.0,102.0,,,,5.0,14.0,0.6,3.0,6.0,0.667,17.0,19.0,1.0,5.0,7.0,10.0,7.0,4.0,1.0,5.0,4.0,26.0,18.5,4.0,OKC,102,0,2023,2022-12-07,True
8,240.0,41.0,84.0,0.488,11.0,34.0,0.324,11.0,16.0,0.688,10.0,34.0,44.0,22.0,5.0,7.0,18.0,25.0,104.0,,,,6.0,10.0,1.0,2.0,6.0,0.667,4.0,6.0,1.0,3.0,6.0,7.0,6.0,2.0,2.0,4.0,4.0,14.0,14.4,10.0,DET,104,0,240.0,41.0,84.0,0.488,9.0,30.0,0.3,27.0,31.0,0.871,9.0,35.0,44.0,22.0,11.0,4.0,11.0,18.0,118.0,,,,11.0,16.0,1.0,3.0,7.0,1.0,6.0,8.0,1.0,5.0,9.0,14.0,4.0,5.0,2.0,3.0,4.0,29.0,26.8,26.0,PHI,118,1,2021,2021-05-08,False
9,240.0,41.0,84.0,0.488,9.0,30.0,0.3,27.0,31.0,0.871,9.0,35.0,44.0,22.0,11.0,4.0,11.0,18.0,118.0,,,,11.0,16.0,1.0,3.0,7.0,1.0,6.0,8.0,1.0,5.0,9.0,14.0,4.0,5.0,2.0,3.0,4.0,29.0,26.8,26.0,PHI,118,1,240.0,41.0,84.0,0.488,11.0,34.0,0.324,11.0,16.0,0.688,10.0,34.0,44.0,22.0,5.0,7.0,18.0,25.0,104.0,,,,6.0,10.0,1.0,2.0,6.0,0.667,4.0,6.0,1.0,3.0,6.0,7.0,6.0,2.0,2.0,4.0,4.0,14.0,14.4,10.0,DET,104,0,2021,2021-05-08,True
10,240.0,36.0,100.0,0.36,10.0,40.0,0.25,13.0,19.0,0.684,22.0,31.0,53.0,18.0,6.0,6.0,19.0,17.0,95.0,,,,5.0,15.0,0.6,3.0,9.0,0.5,3.0,4.0,1.0,6.0,6.0,10.0,3.0,2.0,2.0,4.0,4.0,15.0,14.1,1.0,SAS,95,0,240.0,47.0,88.0,0.534,23.0,45.0,0.511,15.0,16.0,0.938,5.0,35.0,40.0,35.0,9.0,3.0,13.0,17.0,132.0,,,,13.0,20.0,0.857,5.0,10.0,1.0,5.0,6.0,1.0,1.0,6.0,7.0,6.0,3.0,2.0,3.0,3.0,36.0,32.1,33.0,GSW,132,1,2023,2022-11-14,False
11,240.0,47.0,88.0,0.534,23.0,45.0,0.511,15.0,16.0,0.938,5.0,35.0,40.0,35.0,9.0,3.0,13.0,17.0,132.0,,,,13.0,20.0,0.857,5.0,10.0,1.0,5.0,6.0,1.0,1.0,6.0,7.0,6.0,3.0,2.0,3.0,3.0,36.0,32.1,33.0,GSW,132,1,240.0,36.0,100.0,0.36,10.0,40.0,0.25,13.0,19.0,0.684,22.0,31.0,53.0,18.0,6.0,6.0,19.0,17.0,95.0,,,,5.0,15.0,0.6,3.0,9.0,0.5,3.0,4.0,1.0,6.0,6.0,10.0,3.0,2.0,2.0,4.0,4.0,15.0,14.1,1.0,SAS,95,0,2023,2022-11-14,True
12,240.0,36.0,87.0,0.414,7.0,33.0,0.212,13.0,15.0,0.867,10.0,34.0,44.0,14.0,5.0,6.0,17.0,25.0,92.0,,,,11.0,21.0,0.524,3.0,9.0,0.75,4.0,4.0,1.0,3.0,10.0,11.0,5.0,2.0,2.0,5.0,5.0,28.0,23.9,7.0,POR,92,0,240.0,37.0,93.0,0.398,12.0,39.0,0.308,24.0,25.0,0.96,13.0,32.0,45.0,19.0,7.0,7.0,9.0,16.0,110.0,,,,9.0,26.0,1.0,4.0,12.0,1.0,7.0,7.0,1.0,6.0,7.0,9.0,4.0,3.0,1.0,3.0,5.0,27.0,20.4,29.0,HOU,110,1,2024,2024-03-25,False
13,240.0,37.0,93.0,0.398,12.0,39.0,0.308,24.0,25.0,0.96,13.0,32.0,45.0,19.0,7.0,7.0,9.0,16.0,110.0,,,,9.0,26.0,1.0,4.0,12.0,1.0,7.0,7.0,1.0,6.0,7.0,9.0,4.0,3.0,1.0,3.0,5.0,27.0,20.4,29.0,HOU,110,1,240.0,36.0,87.0,0.414,7.0,33.0,0.212,13.0,15.0,0.867,10.0,34.0,44.0,14.0,5.0,6.0,17.0,25.0,92.0,,,,11.0,21.0,0.524,3.0,9.0,0.75,4.0,4.0,1.0,3.0,10.0,11.0,5.0,2.0,2.0,5.0,5.0,28.0,23.9,7.0,POR,92,0,2024,2024-03-25,True
14,240.0,37.0,91.0,0.407,13.0,34.0,0.382,16.0,22.0,0.727,8.0,26.0,34.0,19.0,4.0,3.0,6.0,20.0,103.0,,,,7.0,20.0,0.7,7.0,13.0,0.538,5.0,5.0,1.0,3.0,8.0,9.0,5.0,2.0,1.0,2.0,5.0,23.0,15.4,4.0,SAS,103,0,240.0,44.0,81.0,0.543,8.0,20.0,0.4,17.0,23.0,0.739,8.0,45.0,53.0,25.0,4.0,7.0,13.0,22.0,113.0,,,,12.0,23.0,1.0,3.0,5.0,0.75,5.0,8.0,1.0,3.0,11.0,14.0,7.0,2.0,2.0,4.0,4.0,32.0,22.9,16.0,NOP,113,1,2022,2022-04-13,False
15,240.0,44.0,81.0,0.543,8.0,20.0,0.4,17.0,23.0,0.739,8.0,45.0,53.0,25.0,4.0,7.0,13.0,22.0,113.0,,,,12.0,23.0,1.0,3.0,5.0,0.75,5.0,8.0,1.0,3.0,11.0,14.0,7.0,2.0,2.0,4.0,4.0,32.0,22.9,16.0,NOP,113,1,240.0,37.0,91.0,0.407,13.0,34.0,0.382,16.0,22.0,0.727,8.0,26.0,34.0,19.0,4.0,3.0,6.0,20.0,103.0,,,,7.0,20.0,0.7,7.0,13.0,0.538,5.0,5.0,1.0,3.0,8.0,9.0,5.0,2.0,1.0,2.0,5.0,23.0,15.4,4.0,SAS,103,0,2022,2022-04-13,True
16,240.0,47.0,86.0,0.547,10.0,27.0,0.37,10.0,17.0,0.588,2.0,37.0,39.0,27.0,8.0,4.0,20.0,25.0,114.0,,,,17.0,28.0,0.833,3.0,6.0,0.5,4.0,5.0,0.8,2.0,12.0,12.0,11.0,3.0,2.0,3.0,5.0,41.0,26.8,6.0,PHO,114,0,240.0,46.0,102.0,0.451,7.0,24.0,0.292,23.0,28.0,0.821,16.0,32.0,48.0,30.0,7.0,2.0,11.0,18.0,122.0,,,,11.0,28.0,0.667,3.0,8.0,1.0,7.0,7.0,1.0,4.0,9.0,10.0,7.0,2.0,1.0,4.0,3.0,30.0,19.3,15.0,MEM,122,1,2022,2022-04-01,False
17,240.0,46.0,102.0,0.451,7.0,24.0,0.292,23.0,28.0,0.821,16.0,32.0,48.0,30.0,7.0,2.0,11.0,18.0,122.0,,,,11.0,28.0,0.667,3.0,8.0,1.0,7.0,7.0,1.0,4.0,9.0,10.0,7.0,2.0,1.0,4.0,3.0,30.0,19.3,15.0,MEM,122,1,240.0,47.0,86.0,0.547,10.0,27.0,0.37,10.0,17.0,0.588,2.0,37.0,39.0,27.0,8.0,4.0,20.0,25.0,114.0,,,,17.0,28.0,0.833,3.0,6.0,0.5,4.0,5.0,0.8,2.0,12.0,12.0,11.0,3.0,2.0,3.0,5.0,41.0,26.8,6.0,PHO,114,0,2022,2022-04-01,True
18,240.0,41.0,86.0,0.477,14.0,33.0,0.424,17.0,18.0,0.944,5.0,31.0,36.0,25.0,5.0,1.0,9.0,18.0,113.0,,,,9.0,19.0,1.0,3.0,7.0,1.0,6.0,6.0,1.0,2.0,7.0,8.0,6.0,2.0,1.0,3.0,4.0,23.0,15.5,11.0,CLE,113,0,240.0,41.0,86.0,0.477,16.0,37.0,0.432,24.0,26.0,0.923,10.0,37.0,47.0,27.0,4.0,4.0,12.0,15.0,122.0,,,,10.0,19.0,0.636,5.0,9.0,0.667,9.0,9.0,1.0,3.0,12.0,13.0,7.0,2.0,2.0,2.0,3.0,34.0,29.4,20.0,MIA,122,1,2025,2024-12-08,False
19,240.0,41.0,86.0,0.477,16.0,37.0,0.432,24.0,26.0,0.923,10.0,37.0,47.0,27.0,4.0,4.0,12.0,15.0,122.0,,,,10.0,19.0,0.636,5.0,9.0,0.667,9.0,9.0,1.0,3.0,12.0,13.0,7.0,2.0,2.0,2.0,3.0,34.0,29.4,20.0,MIA,122,1,240.0,41.0,86.0,0.477,14.0,33.0,0.424,17.0,18.0,0.944,5.0,31.0,36.0,25.0,5.0,1.0,9.0,18.0,113.0,,,,9.0,19.0,1.0,3.0,7.0,1.0,6.0,6.0,1.0,2.0,7.0,8.0,6.0,2.0,1.0,3.0,4.0,23.0,15.5,11.0,CLE,113,0,2025,2024-12-08,True
20,240.0,39.0,79.0,0.494,17.0,35.0,0.486,10.0,14.0,0.714,6.0,24.0,30.0,20.0,6.0,4.0,13.0,18.0,105.0,,,,12.0,23.0,1.0,5.0,9.0,1.0,3.0,4.0,1.0,2.0,5.0,7.0,4.0,2.0,2.0,3.0,4.0,30.0,19.9,8.0,PHI,105,0,240.0,39.0,72.0,0.542,16.0,36.0,0.444,20.0,24.0,0.833,6.0,31.0,37.0,29.0,6.0,4.0,15.0,14.0,114.0,,,,9.0,16.0,0.75,5.0,10.0,0.667,14.0,18.0,1.0,4.0,7.0,11.0,9.0,1.0,2.0,7.0,4.0,32.0,27.8,23.0,MIL,114,1,2024,2024-03-14,False
21,240.0,39.0,72.0,0.542,16.0,36.0,0.444,20.0,24.0,0.833,6.0,31.0,37.0,29.0,6.0,4.0,15.0,14.0,114.0,,,,9.0,16.0,0.75,5.0,10.0,0.667,14.0,18.0,1.0,4.0,7.0,11.0,9.0,1.0,2.0,7.0,4.0,32.0,27.8,23.0,MIL,114,1,240.0,39.0,79.0,0.494,17.0,35.0,0.486,10.0,14.0,0.714,6.0,24.0,30.0,20.0,6.0,4.0,13.0,18.0,105.0,,,,12.0,23.0,1.0,5.0,9.0,1.0,3.0,4.0,1.0,2.0,5.0,7.0,4.0,2.0,2.0,3.0,4.0,30.0,19.9,8.0,PHI,105,0,2024,2024-03-14,True
22,240.0,50.0,82.0,0.61,16.0,32.0,0.5,11.0,19.0,0.579,8.0,40.0,48.0,37.0,7.0,2.0,18.0,18.0,127.0,,,,12.0,20.0,1.0,4.0,7.0,1.0,7.0,8.0,0.875,2.0,11.0,13.0,11.0,2.0,1.0,6.0,3.0,34.0,30.2,39.0,DEN,127,0,240.0,39.0,88.0,0.443,13.0,36.0,0.361,11.0,14.0,0.786,6.0,26.0,32.0,27.0,11.0,3.0,15.0,16.0,102.0,,,,7.0,19.0,0.667,3.0,7.0,0.667,3.0,3.0,1.0,3.0,7.0,10.0,7.0,3.0,2.0,6.0,3.0,19.0,15.8,8.0,LAL,102,1,2025,2024-11-23,True
23,240.0,39.0,88.0,0.443,13.0,36.0,0.361,11.0,14.0,0.786,6.0,26.0,32.0,27.0,11.0,3.0,15.0,16.0,102.0,,,,7.0,19.0,0.667,3.0,7.0,0.667,3.0,3.0,1.0,3.0,7.0,10.0,7.0,3.0,2.0,6.0,3.0,19.0,15.8,8.0,LAL,102,1,240.0,50.0,82.0,0.61,16.0,32.0,0.5,11.0,19.0,0.579,8.0,40.0,48.0,37.0,7.0,2.0,18.0,18.0,127.0,,,,12.0,20.0,1.0,4.0,7.0,1.0,7.0,8.0,0.875,2.0,11.0,13.0,11.0,2.0,1.0,6.0,3.0,34.0,30.2,39.0,DEN,127,0,2025,2024-11-23,False
24,240.0,44.0,77.0,0.571,14.0,33.0,0.424,23.0,27.0,0.852,7.0,33.0,40.0,26.0,8.0,8.0,17.0,21.0,125.0,,,,10.0,15.0,1.0,4.0,9.0,1.0,7.0,7.0,1.0,1.0,7.0,8.0,10.0,2.0,2.0,3.0,5.0,31.0,30.7,24.0,LAC,125,0,240.0,45.0,93.0,0.484,12.0,33.0,0.364,15.0,25.0,0.6,15.0,26.0,41.0,29.0,11.0,1.0,10.0,19.0,117.0,,,,8.0,18.0,1.0,3.0,6.0,0.5,5.0,8.0,1.0,5.0,7.0,8.0,10.0,3.0,1.0,4.0,4.0,24.0,21.2,12.0,POR,117,1,2024,2024-03-22,True
25,240.0,45.0,93.0,0.484,12.0,33.0,0.364,15.0,25.0,0.6,15.0,26.0,41.0,29.0,11.0,1.0,10.0,19.0,117.0,,,,8.0,18.0,1.0,3.0,6.0,0.5,5.0,8.0,1.0,5.0,7.0,8.0,10.0,3.0,1.0,4.0,4.0,24.0,21.2,12.0,POR,117,1,240.0,44.0,77.0,0.571,14.0,33.0,0.424,23.0,27.0,0.852,7.0,33.0,40.0,26.0,8.0,8.0,17.0,21.0,125.0,,,,10.0,15.0,1.0,4.0,9.0,1.0,7.0,7.0,1.0,1.0,7.0,8.0,10.0,2.0,2.0,3.0,5.0,31.0,30.7,24.0,LAC,125,0,2024,2024-03-22,False
26,240.0,43.0,86.0,0.5,19.0,40.0,0.475,31.0,36.0,0.861,10.0,28.0,38.0,26.0,14.0,4.0,12.0,23.0,136.0,,,,11.0,18.0,0.75,4.0,10.0,1.0,10.0,11.0,1.0,2.0,7.0,9.0,7.0,6.0,2.0,3.0,5.0,32.0,24.7,7.0,MIN,136,0,240.0,46.0,86.0,0.535,12.0,35.0,0.343,26.0,29.0,0.897,10.0,34.0,44.0,36.0,7.0,2.0,18.0,23.0,130.0,,,,14.0,21.0,1.0,4.0,12.0,0.8,10.0,12.0,1.0,5.0,14.0,19.0,8.0,2.0,1.0,4.0,5.0,38.0,37.6,9.0,DEN,130,1,2022,2022-04-01,True
27,240.0,46.0,86.0,0.535,12.0,35.0,0.343,26.0,29.0,0.897,10.0,34.0,44.0,36.0,7.0,2.0,18.0,23.0,130.0,,,,14.0,21.0,1.0,4.0,12.0,0.8,10.0,12.0,1.0,5.0,14.0,19.0,8.0,2.0,1.0,4.0,5.0,38.0,37.6,9.0,DEN,130,1,240.0,43.0,86.0,0.5,19.0,40.0,0.475,31.0,36.0,0.861,10.0,28.0,38.0,26.0,14.0,4.0,12.0,23.0,136.0,,,,11.0,18.0,0.75,4.0,10.0,1.0,10.0,11.0,1.0,2.0,7.0,9.0,7.0,6.0,2.0,3.0,5.0,32.0,24.7,7.0,MIN,136,0,2022,2022-04-01,False
28,240.0,43.0,87.0,0.494,24.0,50.0,0.48,20.0,24.0,0.833,12.0,31.0,43.0,30.0,9.0,6.0,15.0,17.0,130.0,,,,10.0,17.0,0.769,10.0,13.0,0.769,8.0,10.0,1.0,3.0,6.0,6.0,13.0,3.0,2.0,3.0,4.0,30.0,28.0,26.0,BOS,130,0,240.0,41.0,89.0,0.461,10.0,34.0,0.294,12.0,14.0,0.857,10.0,30.0,40.0,24.0,3.0,5.0,16.0,20.0,104.0,,,,12.0,19.0,0.667,3.0,7.0,0.5,4.0,5.0,1.0,2.0,7.0,8.0,6.0,2.0,2.0,3.0,4.0,31.0,24.1,-2.0,WAS,104,1,2024,2024-03-17,True
29,240.0,41.0,89.0,0.461,10.0,34.0,0.294,12.0,14.0,0.857,10.0,30.0,40.0,24.0,3.0,5.0,16.0,20.0,104.0,,,,12.0,19.0,0.667,3.0,7.0,0.5,4.0,5.0,1.0,2.0,7.0,8.0,6.0,2.0,2.0,3.0,4.0,31.0,24.1,-2.0,WAS,104,1,240.0,43.0,87.0,0.494,24.0,50.0,0.48,20.0,24.0,0.833,12.0,31.0,43.0,30.0,9.0,6.0,15.0,17.0,130.0,,,,10.0,17.0,0.769,10.0,13.0,0.769,8.0,10.0,1.0,3.0,6.0,6.0,13.0,3.0,2.0,3.0,4.0,30.0,28.0,26.0,BOS,130,0,2024,2024-03-17,False
30,265.0,40.0,104.0,0.385,9.0,35.0,0.257,15.0,22.0,0.682,18.0,36.0,54.0,24.0,7.0,6.0,11.0,21.0,104.0,,,,11.0,22.0,0.667,3.0,7.0,1.0,7.0,8.0,0.875,5.0,11.0,16.0,7.0,2.0,3.0,3.0,6.0,32.0,22.7,0.0,OKC,104,0,265.0,39.0,85.0,0.459,16.0,40.0,0.4,19.0,24.0,0.792,5.0,44.0,49.0,25.0,9.0,7.0,16.0,21.0,113.0,,,,9.0,25.0,0.7,5.0,10.0,0.833,7.0,8.0,1.0,2.0,14.0,16.0,8.0,4.0,2.0,8.0,5.0,27.0,25.6,15.0,DEN,113,1,2025,2025-05-09,False
31,265.0,39.0,85.0,0.459,16.0,40.0,0.4,19.0,24.0,0.792,5.0,44.0,49.0,25.0,9.0,7.0,16.0,21.0,113.0,,,,9.0,25.0,0.7,5.0,10.0,0.833,7.0,8.0,1.0,2.0,14.0,16.0,8.0,4.0,2.0,8.0,5.0,27.0,25.6,15.0,DEN,113,1,265.0,40.0,104.0,0.385,9.0,35.0,0.257,15.0,22.0,0.682,18.0,36.0,54.0,24.0,7.0,6.0,11.0,21.0,104.0,,,,11.0,22.0,0.667,3.0,7.0,1.0,7.0,8.0,0.875,5.0,11.0,16.0,7.0,2.0,3.0,3.0,6.0,32.0,22.7,0.0,OKC,104,0,2025,2025-05-09,True
32,240.0,51.0,95.0,0.537,19.0,40.0,0.475,14.0,16.0,0.875,7.0,31.0,38.0,28.0,11.0,10.0,12.0,20.0,135.0,,,,11.0,22.0,0.889,6.0,10.0,1.0,5.0,6.0,1.0,2.0,6.0,7.0,8.0,3.0,3.0,3.0,4.0,28.0,28.3,25.0,MIN,135,0,240.0,43.0,100.0,0.43,6.0,32.0,0.188,13.0,24.0,0.542,19.0,32.0,51.0,28.0,7.0,6.0,18.0,18.0,105.0,,,,9.0,14.0,1.0,3.0,9.0,0.333,6.0,11.0,1.0,7.0,11.0,13.0,7.0,3.0,1.0,6.0,3.0,24.0,16.0,0.0,NOP,105,1,2021,2021-03-11,True
33,240.0,43.0,100.0,0.43,6.0,32.0,0.188,13.0,24.0,0.542,19.0,32.0,51.0,28.0,7.0,6.0,18.0,18.0,105.0,,,,9.0,14.0,1.0,3.0,9.0,0.333,6.0,11.0,1.0,7.0,11.0,13.0,7.0,3.0,1.0,6.0,3.0,24.0,16.0,0.0,NOP,105,1,240.0,51.0,95.0,0.537,19.0,40.0,0.475,14.0,16.0,0.875,7.0,31.0,38.0,28.0,11.0,10.0,12.0,20.0,135.0,,,,11.0,22.0,0.889,6.0,10.0,1.0,5.0,6.0,1.0,2.0,6.0,7.0,8.0,3.0,3.0,3.0,4.0,28.0,28.3,25.0,MIN,135,0,2021,2021-03-11,False
34,240.0,41.0,91.0,0.451,8.0,24.0,0.333,24.0,33.0,0.727,19.0,30.0,49.0,25.0,8.0,9.0,14.0,17.0,114.0,,,,8.0,21.0,0.667,3.0,5.0,0.6,8.0,11.0,1.0,8.0,6.0,12.0,6.0,3.0,3.0,3.0,3.0,23.0,21.1,13.0,DEN,114,0,240.0,43.0,93.0,0.462,10.0,28.0,0.357,15.0,17.0,0.882,14.0,31.0,45.0,27.0,8.0,8.0,16.0,24.0,111.0,,,,9.0,20.0,0.857,3.0,6.0,1.0,3.0,4.0,1.0,4.0,8.0,9.0,6.0,2.0,2.0,4.0,5.0,24.0,20.8,9.0,POR,111,1,2024,2024-03-23,True
35,240.0,43.0,93.0,0.462,10.0,28.0,0.357,15.0,17.0,0.882,14.0,31.0,45.0,27.0,8.0,8.0,16.0,24.0,111.0,,,,9.0,20.0,0.857,3.0,6.0,1.0,3.0,4.0,1.0,4.0,8.0,9.0,6.0,2.0,2.0,4.0,5.0,24.0,20.8,9.0,POR,111,1,240.0,41.0,91.0,0.451,8.0,24.0,0.333,24.0,33.0,0.727,19.0,30.0,49.0,25.0,8.0,9.0,14.0,17.0,114.0,,,,8.0,21.0,0.667,3.0,5.0,0.6,8.0,11.0,1.0,8.0,6.0,12.0,6.0,3.0,3.0,3.0,3.0,23.0,21.1,13.0,DEN,114,0,2024,2024-03-23,False
36,265.0,50.0,110.0,0.455,17.0,45.0,0.378,11.0,17.0,0.647,9.0,36.0,45.0,25.0,6.0,5.0,11.0,31.0,128.0,,,,17.0,33.0,1.0,5.0,12.0,0.5,5.0,9.0,0.8,5.0,12.0,12.0,10.0,2.0,2.0,5.0,6.0,42.0,26.6,17.0,MIA,128,0,265.0,42.0,91.0,0.462,14.0,33.0,0.424,28.0,45.0,0.622,10.0,46.0,56.0,20.0,4.0,1.0,16.0,21.0,126.0,,,,14.0,27.0,1.0,4.0,10.0,1.0,10.0,23.0,1.0,4.0,16.0,20.0,6.0,1.0,1.0,7.0,5.0,38.0,21.6,16.0,MIL,126,1,2023,2023-04-26,True
37,265.0,42.0,91.0,0.462,14.0,33.0,0.424,28.0,45.0,0.622,10.0,46.0,56.0,20.0,4.0,1.0,16.0,21.0,126.0,,,,14.0,27.0,1.0,4.0,10.0,1.0,10.0,23.0,1.0,4.0,16.0,20.0,6.0,1.0,1.0,7.0,5.0,38.0,21.6,16.0,MIL,126,1,265.0,50.0,110.0,0.455,17.0,45.0,0.378,11.0,17.0,0.647,9.0,36.0,45.0,25.0,6.0,5.0,11.0,31.0,128.0,,,,17.0,33.0,1.0,5.0,12.0,0.5,5.0,9.0,0.8,5.0,12.0,12.0,10.0,2.0,2.0,5.0,6.0,42.0,26.6,17.0,MIA,128,0,2023,2023-04-26,False
