,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,team,total,home,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,team_opp,total_opp,home_opp,season,date,won
650,265.0,40.0,78.0,0.513,15.0,32.0,0.469,32.0,50.0,0.64,9.0,38.0,47.0,26.0,5.0,4.0,14.0,22.0,127.0,,,,9.0,14.0,1.0,6.0,10.0,1.0,7.0,10.0,0.75,4.0,7.0,11.0,6.0,1.0,1.0,4.0,6.0,27.0,22.2,18.0,GSW,127,0,265.0,44.0,107.0,0.411,15.0,45.0,0.333,18.0,24.0,0.75,18.0,31.0,49.0,27.0,10.0,6.0,11.0,32.0,121.0,,,,11.0,19.0,1.0,5.0,13.0,1.0,6.0,6.0,1.0,6.0,8.0,11.0,5.0,4.0,3.0,3.0,6.0,27.0,24.2,19.0,HOU,121,1,2025,2024-11-02,True
651,265.0,44.0,107.0,0.411,15.0,45.0,0.333,18.0,24.0,0.75,18.0,31.0,49.0,27.0,10.0,6.0,11.0,32.0,121.0,,,,11.0,19.0,1.0,5.0,13.0,1.0,6.0,6.0,1.0,6.0,8.0,11.0,5.0,4.0,3.0,3.0,6.0,27.0,24.2,19.0,HOU,121,1,265.0,40.0,78.0,0.513,15.0,32.0,0.469,32.0,50.0,0.64,9.0,38.0,47.0,26.0,5.0,4.0,14.0,22.0,127.0,,,,9.0,14.0,1.0,6.0,10.0,1.0,7.0,10.0,0.75,4.0,7.0,11.0,6.0,1.0,1.0,4.0,6.0,27.0,22.2,18.0,GSW,127,0,2025,2024-11-02,False
652,240.0,33.0,69.0,0.478,12.0,34.0,0.353,27.0,32.0,0.844,2.0,38.0,40.0,21.0,5.0,3.0,20.0,23.0,105.0,,,,7.0,14.0,0.636,4.0,7.0,0.75,10.0,13.0,1.0,1.0,7.0,8.0,6.0,2.0,2.0,5.0,6.0,19.0,16.2,13.0,ORL,105,0,240.0,39.0,85.0,0.459,10.0,33.0,0.303,22.0,26.0,0.846,5.0,32.0,37.0,28.0,9.0,3.0,11.0,19.0,110.0,,,,10.0,17.0,0.667,5.0,7.0,0.714,9.0,12.0,1.0,1.0,6.0,7.0,7.0,2.0,1.0,2.0,5.0,29.0,27.9,13.0,MIA,110,1,2023,2023-01-27,False
653,240.0,39.0,85.0,0.459,10.0,33.0,0.303,22.0,26.0,0.846,5.0,32.0,37.0,28.0,9.0,3.0,11.0,19.0,110.0,,,,10.0,17.0,0.667,5.0,7.0,0.714,9.0,12.0,1.0,1.0,6.0,7.0,7.0,2.0,1.0,2.0,5.0,29.0,27.9,13.0,MIA,110,1,240.0,33.0,69.0,0.478,12.0,34.0,0.353,27.0,32.0,0.844,2.0,38.0,40.0,21.0,5.0,3.0,20.0,23.0,105.0,,,,7.0,14.0,0.636,4.0,7.0,0.75,10.0,13.0,1.0,1.0,7.0,8.0,6.0,2.0,2.0,5.0,6.0,19.0,16.2,13.0,ORL,105,0,2023,2023-01-27,True
654,240.0,42.0,75.0,0.56,16.0,37.0,0.432,24.0,32.0,0.75,5.0,33.0,38.0,30.0,4.0,6.0,11.0,18.0,124.0,,,,7.0,16.0,1.0,4.0,8.0,0.8,7.0,10.0,1.0,2.0,9.0,10.0,12.0,1.0,3.0,2.0,4.0,21.0,21.0,17.0,WAS,124,0,240.0,42.0,93.0,0.452,13.0,42.0,0.31,20.0,23.0,0.87,14.0,30.0,44.0,17.0,2.0,1.0,7.0,21.0,117.0,,,,14.0,27.0,1.0,7.0,14.0,0.5,9.0,9.0,1.0,4.0,7.0,9.0,8.0,1.0,1.0,4.0,6.0,44.0,39.0,4.0,NYK,117,1,2022,2021-12-23,True
655,240.0,42.0,93.0,0.452,13.0,42.0,0.31,20.0,23.0,0.87,14.0,30.0,44.0,17.0,2.0,1.0,7.0,21.0,117.0,,,,14.0,27.0,1.0,7.0,14.0,0.5,9.0,9.0,1.0,4.0,7.0,9.0,8.0,1.0,1.0,4.0,6.0,44.0,39.0,4.0,NYK,117,1,240.0,42.0,75.0,0.56,16.0,37.0,0.432,24.0,32.0,0.75,5.0,33.0,38.0,30.0,4.0,6.0,11.0,18.0,124.0,,,,7.0,16.0,1.0,4.0,8.0,0.8,7.0,10.0,1.0,2.0,9.0,10.0,12.0,1.0,3.0,2.0,4.0,21.0,21.0,17.0,WAS,124,0,2022,2021-12-23,False
656,240.0,45.0,94.0,0.479,6.0,28.0,0.214,20.0,26.0,0.769,12.0,27.0,39.0,23.0,10.0,9.0,14.0,26.0,116.0,,,,8.0,18.0,0.833,2.0,8.0,0.667,9.0,9.0,1.0,4.0,7.0,10.0,6.0,4.0,3.0,4.0,4.0,25.0,24.7,2.0,WAS,116,0,240.0,43.0,84.0,0.512,13.0,30.0,0.433,35.0,40.0,0.875,12.0,36.0,48.0,30.0,10.0,5.0,17.0,23.0,134.0,,,,8.0,13.0,1.0,4.0,6.0,1.0,16.0,18.0,1.0,4.0,8.0,8.0,16.0,3.0,3.0,4.0,5.0,25.0,25.8,19.0,ATL,134,1,2023,2023-04-05,False
657,240.0,43.0,84.0,0.512,13.0,30.0,0.433,35.0,40.0,0.875,12.0,36.0,48.0,30.0,10.0,5.0,17.0,23.0,134.0,,,,8.0,13.0,1.0,4.0,6.0,1.0,16.0,18.0,1.0,4.0,8.0,8.0,16.0,3.0,3.0,4.0,5.0,25.0,25.8,19.0,ATL,134,1,240.0,45.0,94.0,0.479,6.0,28.0,0.214,20.0,26.0,0.769,12.0,27.0,39.0,23.0,10.0,9.0,14.0,26.0,116.0,,,,8.0,18.0,0.833,2.0,8.0,0.667,9.0,9.0,1.0,4.0,7.0,10.0,6.0,4.0,3.0,4.0,4.0,25.0,24.7,2.0,WAS,116,0,2023,2023-04-05,True
658,240.0,38.0,87.0,0.437,13.0,40.0,0.325,17.0,20.0,0.85,3.0,30.0,33.0,29.0,10.0,4.0,12.0,22.0,106.0,,,,8.0,19.0,0.714,4.0,11.0,0.667,5.0,6.0,1.0,2.0,7.0,7.0,10.0,3.0,2.0,3.0,5.0,22.0,18.0,7.0,MEM,106,0,240.0,43.0,87.0,0.494,11.0,39.0,0.282,20.0,25.0,0.8,11.0,43.0,54.0,28.0,3.0,6.0,18.0,19.0,117.0,,,,8.0,21.0,0.875,3.0,9.0,0.75,6.0,8.0,1.0,6.0,14.0,20.0,13.0,1.0,3.0,5.0,6.0,23.0,18.8,23.0,LAC,117,1,2024,2023-12-29,False
659,240.0,43.0,87.0,0.494,11.0,39.0,0.282,20.0,25.0,0.8,11.0,43.0,54.0,28.0,3.0,6.0,18.0,19.0,117.0,,,,8.0,21.0,0.875,3.0,9.0,0.75,6.0,8.0,1.0,6.0,14.0,20.0,13.0,1.0,3.0,5.0,6.0,23.0,18.8,23.0,LAC,117,1,240.0,38.0,87.0,0.437,13.0,40.0,0.325,17.0,20.0,0.85,3.0,30.0,33.0,29.0,10.0,4.0,12.0,22.0,106.0,,,,8.0,19.0,0.714,4.0,11.0,0.667,5.0,6.0,1.0,2.0,7.0,7.0,10.0,3.0,2.0,3.0,5.0,22.0,18.0,7.0,MEM,106,0,2024,2023-12-29,True
660,240.0,39.0,96.0,0.406,12.0,34.0,0.353,13.0,15.0,0.867,16.0,41.0,57.0,22.0,6.0,4.0,14.0,19.0,103.0,,,,10.0,20.0,0.533,3.0,7.0,0.6,6.0,6.0,1.0,5.0,14.0,17.0,7.0,2.0,1.0,6.0,3.0,24.0,19.6,5.0,ORL,103,0,240.0,41.0,91.0,0.451,16.0,49.0,0.327,13.0,22.0,0.591,9.0,35.0,44.0,27.0,8.0,4.0,11.0,16.0,111.0,,,,9.0,17.0,1.0,4.0,12.0,0.5,8.0,13.0,1.0,2.0,7.0,8.0,11.0,3.0,1.0,2.0,3.0,27.0,28.1,11.0,MIA,111,1,2021,2021-03-11,False
661,240.0,41.0,91.0,0.451,16.0,49.0,0.327,13.0,22.0,0.591,9.0,35.0,44.0,27.0,8.0,4.0,11.0,16.0,111.0,,,,9.0,17.0,1.0,4.0,12.0,0.5,8.0,13.0,1.0,2.0,7.0,8.0,11.0,3.0,1.0,2.0,3.0,27.0,28.1,11.0,MIA,111,1,240.0,39.0,96.0,0.406,12.0,34.0,0.353,13.0,15.0,0.867,16.0,41.0,57.0,22.0,6.0,4.0,14.0,19.0,103.0,,,,10.0,20.0,0.533,3.0,7.0,0.6,6.0,6.0,1.0,5.0,14.0,17.0,7.0,2.0,1.0,6.0,3.0,24.0,19.6,5.0,ORL,103,0,2021,2021-03-11,True
662,240.0,37.0,94.0,0.394,15.0,39.0,0.385,15.0,16.0,0.938,13.0,25.0,38.0,22.0,12.0,7.0,10.0,20.0,104.0,,,,6.0,14.0,1.0,5.0,7.0,0.714,9.0,9.0,1.0,3.0,5.0,7.0,4.0,4.0,2.0,4.0,4.0,20.0,18.8,12.0,OKC,104,0,240.0,41.0,80.0,0.513,16.0,34.0,0.471,18.0,25.0,0.72,12.0,43.0,55.0,29.0,8.0,7.0,21.0,15.0,116.0,,,,9.0,17.0,0.75,5.0,11.0,1.0,10.0,11.0,0.909,4.0,10.0,12.0,8.0,4.0,3.0,5.0,4.0,26.0,26.7,35.0,LAL,116,1,2024,2024-03-04,False
663,240.0,41.0,80.0,0.513,16.0,34.0,0.471,18.0,25.0,0.72,12.0,43.0,55.0,29.0,8.0,7.0,21.0,15.0,116.0,,,,9.0,17.0,0.75,5.0,11.0,1.0,10.0,11.0,0.909,4.0,10.0,12.0,8.0,4.0,3.0,5.0,4.0,26.0,26.7,35.0,LAL,116,1,240.0,37.0,94.0,0.394,15.0,39.0,0.385,15.0,16.0,0.938,13.0,25.0,38.0,22.0,12.0,7.0,10.0,20.0,104.0,,,,6.0,14.0,1.0,5.0,7.0,0.714,9.0,9.0,1.0,3.0,5.0,7.0,4.0,4.0,2.0,4.0,4.0,20.0,18.8,12.0,OKC,104,0,2024,2024-03-04,True
664,240.0,42.0,90.0,0.467,13.0,42.0,0.31,17.0,21.0,0.81,11.0,38.0,49.0,32.0,2.0,5.0,21.0,11.0,114.0,,,,7.0,15.0,1.0,3.0,8.0,1.0,5.0,6.0,1.0,3.0,6.0,7.0,9.0,1.0,1.0,3.0,4.0,20.0,19.6,18.0,CLE,114,0,240.0,53.0,105.0,0.505,18.0,53.0,0.34,10.0,11.0,0.909,8.0,31.0,39.0,25.0,12.0,5.0,7.0,20.0,134.0,,,,17.0,26.0,1.0,6.0,9.0,1.0,5.0,5.0,1.0,2.0,6.0,6.0,8.0,3.0,2.0,2.0,4.0,40.0,34.7,32.0,OKC,134,1,2025,2025-01-16,False
665,240.0,53.0,105.0,0.505,18.0,53.0,0.34,10.0,11.0,0.909,8.0,31.0,39.0,25.0,12.0,5.0,7.0,20.0,134.0,,,,17.0,26.0,1.0,6.0,9.0,1.0,5.0,5.0,1.0,2.0,6.0,6.0,8.0,3.0,2.0,2.0,4.0,40.0,34.7,32.0,OKC,134,1,240.0,42.0,90.0,0.467,13.0,42.0,0.31,17.0,21.0,0.81,11.0,38.0,49.0,32.0,2.0,5.0,21.0,11.0,114.0,,,,7.0,15.0,1.0,3.0,8.0,1.0,5.0,6.0,1.0,3.0,6.0,7.0,9.0,1.0,1.0,3.0,4.0,20.0,19.6,18.0,CLE,114,0,2025,2025-01-16,True
666,240.0,36.0,93.0,0.387,13.0,42.0,0.31,20.0,24.0,0.833,16.0,28.0,44.0,22.0,5.0,4.0,18.0,25.0,105.0,,,,7.0,22.0,0.625,4.0,14.0,0.5,6.0,6.0,1.0,6.0,9.0,15.0,11.0,3.0,1.0,8.0,4.0,21.0,14.8,19.0,MIN,105,0,240.0,36.0,76.0,0.474,6.0,23.0,0.261,32.0,41.0,0.78,7.0,34.0,41.0,26.0,4.0,4.0,17.0,31.0,110.0,,,,9.0,18.0,0.833,4.0,9.0,0.5,12.0,15.0,1.0,2.0,9.0,10.0,9.0,2.0,1.0,6.0,5.0,30.0,21.6,15.0,BRK,110,1,2022,2021-12-03,False
667,240.0,36.0,76.0,0.474,6.0,23.0,0.261,32.0,41.0,0.78,7.0,34.0,41.0,26.0,4.0,4.0,17.0,31.0,110.0,,,,9.0,18.0,0.833,4.0,9.0,0.5,12.0,15.0,1.0,2.0,9.0,10.0,9.0,2.0,1.0,6.0,5.0,30.0,21.6,15.0,BRK,110,1,240.0,36.0,93.0,0.387,13.0,42.0,0.31,20.0,24.0,0.833,16.0,28.0,44.0,22.0,5.0,4.0,18.0,25.0,105.0,,,,7.0,22.0,0.625,4.0,14.0,0.5,6.0,6.0,1.0,6.0,9.0,15.0,11.0,3.0,1.0,8.0,4.0,21.0,14.8,19.0,MIN,105,0,2022,2021-12-03,True
668,240.0,39.0,84.0,0.464,14.0,28.0,0.5,10.0,21.0,0.476,15.0,31.0,46.0,14.0,17.0,4.0,17.0,14.0,102.0,,,,13.0,17.0,1.0,9.0,11.0,0.818,2.0,4.0,1.0,5.0,6.0,10.0,5.0,7.0,2.0,4.0,4.0,37.0,32.4,20.0,HOU,102,0,240.0,38.0,73.0,0.521,10.0,24.0,0.417,12.0,14.0,0.857,5.0,29.0,34.0,25.0,8.0,5.0,21.0,16.0,98.0,,,,10.0,13.0,0.769,2.0,4.0,1.0,8.0,9.0,1.0,2.0,12.0,14.0,6.0,4.0,2.0,6.0,3.0,30.0,23.7,7.0,MIA,98,1,2025,2025-03-21,True
669,240.0,38.0,73.0,0.521,10.0,24.0,0.417,12.0,14.0,0.857,5.0,29.0,34.0,25.0,8.0,5.0,21.0,16.0,98.0,,,,10.0,13.0,0.769,2.0,4.0,1.0,8.0,9.0,1.0,2.0,12.0,14.0,6.0,4.0,2.0,6.0,3.0,30.0,23.7,7.0,MIA,98,1,240.0,39.0,84.0,0.464,14.0,28.0,0.5,10.0,21.0,0.476,15.0,31.0,46.0,14.0,17.0,4.0,17.0,14.0,102.0,,,,13.0,17.0,1.0,9.0,11.0,0.818,2.0,4.0,1.0,5.0,6.0,10.0,5.0,7.0,2.0,4.0,4.0,37.0,32.4,20.0,HOU,102,0,2025,2025-03-21,False
670,240.0,36.0,94.0,0.383,9.0,42.0,0.214,19.0,23.0,0.826,9.0,30.0,39.0,23.0,14.0,4.0,13.0,28.0,100.0,,,,8.0,16.0,1.0,3.0,9.0,0.429,6.0,6.0,1.0,3.0,6.0,9.0,11.0,4.0,2.0,3.0,4.0,23.0,19.2,6.0,IND,100,0,240.0,42.0,94.0,0.447,6.0,32.0,0.188,24.0,32.0,0.75,18.0,44.0,62.0,33.0,7.0,4.0,18.0,18.0,114.0,,,,14.0,19.0,0.824,2.0,8.0,0.333,8.0,12.0,1.0,12.0,17.0,29.0,8.0,2.0,3.0,5.0,6.0,31.0,35.0,17.0,LAC,114,1,2023,2022-11-27,False
671,240.0,42.0,94.0,0.447,6.0,32.0,0.188,24.0,32.0,0.75,18.0,44.0,62.0,33.0,7.0,4.0,18.0,18.0,114.0,,,,14.0,19.0,0.824,2.0,8.0,0.333,8.0,12.0,1.0,12.0,17.0,29.0,8.0,2.0,3.0,5.0,6.0,31.0,35.0,17.0,LAC,114,1,240.0,36.0,94.0,0.383,9.0,42.0,0.214,19.0,23.0,0.826,9.0,30.0,39.0,23.0,14.0,4.0,13.0,28.0,100.0,,,,8.0,16.0,1.0,3.0,9.0,0.429,6.0,6.0,1.0,3.0,6.0,9.0,11.0,4.0,2.0,3.0,4.0,23.0,19.2,6.0,IND,100,0,2023,2022-11-27,True
672,240.0,39.0,83.0,0.47,13.0,28.0,0.464,19.0,22.0,0.864,9.0,30.0,39.0,24.0,7.0,6.0,21.0,24.0,110.0,,,,8.0,21.0,1.0,5.0,8.0,1.0,8.0,9.0,1.0,4.0,7.0,7.0,7.0,4.0,4.0,5.0,6.0,25.0,18.6,2.0,PHO,110,0,240.0,42.0,88.0,0.477,12.0,36.0,0.333,19.0,30.0,0.633,14.0,30.0,44.0,17.0,11.0,6.0,13.0,19.0,115.0,,,,8.0,18.0,0.75,4.0,10.0,0.667,6.0,7.0,1.0,9.0,7.0,16.0,4.0,3.0,2.0,4.0,5.0,26.0,23.1,17.0,ORL,115,1,2025,2024-12-08,False
673,240.0,42.0,88.0,0.477,12.0,36.0,0.333,19.0,30.0,0.633,14.0,30.0,44.0,17.0,11.0,6.0,13.0,19.0,115.0,,,,8.0,18.0,0.75,4.0,10.0,0.667,6.0,7.0,1.0,9.0,7.0,16.0,4.0,3.0,2.0,4.0,5.0,26.0,23.1,17.0,ORL,115,1,240.0,39.0,83.0,0.47,13.0,28.0,0.464,19.0,22.0,0.864,9.0,30.0,39.0,24.0,7.0,6.0,21.0,24.0,110.0,,,,8.0,21.0,1.0,5.0,8.0,1.0,8.0,9.0,1.0,4.0,7.0,7.0,7.0,4.0,4.0,5.0,6.0,25.0,18.6,2.0,PHO,110,0,2025,2024-12-08,True
674,240.0,31.0,83.0,0.373,8.0,37.0,0.216,18.0,19.0,0.947,7.0,30.0,37.0,15.0,4.0,7.0,14.0,14.0,88.0,,,,7.0,18.0,1.0,3.0,7.0,0.5,5.0,6.0,1.0,3.0,7.0,8.0,7.0,2.0,2.0,5.0,3.0,19.0,13.0,6.0,PHI,88,0,240.0,41.0,87.0,0.471,15.0,33.0,0.455,15.0,18.0,0.833,7.0,36.0,43.0,18.0,7.0,7.0,8.0,13.0,112.0,,,,17.0,28.0,0.607,6.0,10.0,0.6,11.0,14.0,1.0,2.0,13.0,13.0,5.0,2.0,3.0,3.0,3.0,51.0,46.0,33.0,BOS,112,1,2023,2023-05-14,False
675,240.0,41.0,87.0,0.471,15.0,33.0,0.455,15.0,18.0,0.833,7.0,36.0,43.0,18.0,7.0,7.0,8.0,13.0,112.0,,,,17.0,28.0,0.607,6.0,10.0,0.6,11.0,14.0,1.0,2.0,13.0,13.0,5.0,2.0,3.0,3.0,3.0,51.0,46.0,33.0,BOS,112,1,240.0,31.0,83.0,0.373,8.0,37.0,0.216,18.0,19.0,0.947,7.0,30.0,37.0,15.0,4.0,7.0,14.0,14.0,88.0,,,,7.0,18.0,1.0,3.0,7.0,0.5,5.0,6.0,1.0,3.0,7.0,8.0,7.0,2.0,2.0,5.0,3.0,19.0,13.0,6.0,PHI,88,0,2023,2023-05-14,True
676,240.0,46.0,84.0,0.548,11.0,26.0,0.423,9.0,12.0,0.75,7.0,25.0,32.0,29.0,8.0,6.0,19.0,22.0,112.0,,,,11.0,19.0,1.0,4.0,9.0,1.0,3.0,5.0,1.0,3.0,4.0,7.0,5.0,2.0,2.0,4.0,4.0,29.0,21.6,1.0,SAS,112,0,240.0,48.0,83.0,0.578,12.0,30.0,0.4,22.0,24.0,0.917,6.0,31.0,37.0,28.0,7.0,1.0,12.0,15.0,130.0,,,,11.0,19.0,1.0,4.0,9.0,1.0,7.0,8.0,1.0,2.0,8.0,8.0,8.0,2.0,1.0,3.0,4.0,28.0,28.2,36.0,SAC,130,1,2023,2022-11-17,False
677,240.0,48.0,83.0,0.578,12.0,30.0,0.4,22.0,24.0,0.917,6.0,31.0,37.0,28.0,7.0,1.0,12.0,15.0,130.0,,,,11.0,19.0,1.0,4.0,9.0,1.0,7.0,8.0,1.0,2.0,8.0,8.0,8.0,2.0,1.0,3.0,4.0,28.0,28.2,36.0,SAC,130,1,240.0,46.0,84.0,0.548,11.0,26.0,0.423,9.0,12.0,0.75,7.0,25.0,32.0,29.0,8.0,6.0,19.0,22.0,112.0,,,,11.0,19.0,1.0,4.0,9.0,1.0,3.0,5.0,1.0,3.0,4.0,7.0,5.0,2.0,2.0,4.0,4.0,29.0,21.6,1.0,SAS,112,0,2023,2022-11-17,True
678,240.0,37.0,92.0,0.402,15.0,49.0,0.306,11.0,12.0,0.917,10.0,37.0,47.0,28.0,3.0,7.0,15.0,19.0,100.0,,,,6.0,15.0,0.667,3.0,7.0,0.5,3.0,3.0,1.0,3.0,9.0,11.0,6.0,1.0,3.0,4.0,5.0,16.0,14.3,2.0,CHI,100,0,240.0,41.0,87.0,0.471,18.0,44.0,0.409,22.0,27.0,0.815,6.0,39.0,45.0,32.0,9.0,3.0,9.0,13.0,122.0,,,,10.0,18.0,0.667,8.0,14.0,0.667,7.0,11.0,1.0,4.0,10.0,11.0,7.0,3.0,1.0,3.0,3.0,34.0,32.4,23.0,BOS,122,1,2025,2025-01-29,False
679,240.0,41.0,87.0,0.471,18.0,44.0,0.409,22.0,27.0,0.815,6.0,39.0,45.0,32.0,9.0,3.0,9.0,13.0,122.0,,,,10.0,18.0,0.667,8.0,14.0,0.667,7.0,11.0,1.0,4.0,10.0,11.0,7.0,3.0,1.0,3.0,3.0,34.0,32.4,23.0,BOS,122,1,240.0,37.0,92.0,0.402,15.0,49.0,0.306,11.0,12.0,0.917,10.0,37.0,47.0,28.0,3.0,7.0,15.0,19.0,100.0,,,,6.0,15.0,0.667,3.0,7.0,0.5,3.0,3.0,1.0,3.0,9.0,11.0,6.0,1.0,3.0,4.0,5.0,16.0,14.3,2.0,CHI,100,0,2025,2025-01-29,True
680,240.0,40.0,96.0,0.417,9.0,35.0,0.257,9.0,15.0,0.6,10.0,38.0,48.0,25.0,10.0,10.0,12.0,19.0,98.0,,,,8.0,21.0,0.875,3.0,9.0,0.5,7.0,8.0,0.875,6.0,9.0,15.0,8.0,3.0,5.0,4.0,5.0,21.0,17.7,13.0,MEM,98,0,240.0,36.0,90.0,0.4,9.0,37.0,0.243,20.0,22.0,0.909,10.0,44.0,54.0,25.0,6.0,7.0,16.0,15.0,101.0,,,,10.0,25.0,0.6,4.0,14.0,0.667,8.0,9.0,1.0,5.0,10.0,11.0,8.0,2.0,2.0,4.0,5.0,32.0,22.0,12.0,GSW,101,1,2022,2022-05-09,False
681,240.0,36.0,90.0,0.4,9.0,37.0,0.243,20.0,22.0,0.909,10.0,44.0,54.0,25.0,6.0,7.0,16.0,15.0,101.0,,,,10.0,25.0,0.6,4.0,14.0,0.667,8.0,9.0,1.0,5.0,10.0,11.0,8.0,2.0,2.0,4.0,5.0,32.0,22.0,12.0,GSW,101,1,240.0,40.0,96.0,0.417,9.0,35.0,0.257,9.0,15.0,0.6,10.0,38.0,48.0,25.0,10.0,10.0,12.0,19.0,98.0,,,,8.0,21.0,0.875,3.0,9.0,0.5,7.0,8.0,0.875,6.0,9.0,15.0,8.0,3.0,5.0,4.0,5.0,21.0,17.7,13.0,MEM,98,0,2022,2022-05-09,True
682,240.0,42.0,82.0,0.512,12.0,32.0,0.375,15.0,19.0,0.789,5.0,29.0,34.0,19.0,5.0,5.0,10.0,24.0,111.0,,,,9.0,17.0,1.0,4.0,7.0,0.667,7.0,10.0,1.0,1.0,6.0,7.0,9.0,1.0,3.0,2.0,5.0,29.0,23.1,8.0,ORL,111,0,240.0,41.0,75.0,0.547,11.0,23.0,0.478,16.0,23.0,0.696,4.0,34.0,38.0,17.0,8.0,4.0,13.0,18.0,109.0,,,,15.0,23.0,1.0,4.0,9.0,1.0,7.0,11.0,1.0,4.0,8.0,11.0,4.0,3.0,3.0,4.0,4.0,37.0,32.6,6.0,MIL,109,1,2025,2025-03-08,True
683,240.0,41.0,75.0,0.547,11.0,23.0,0.478,16.0,23.0,0.696,4.0,34.0,38.0,17.0,8.0,4.0,13.0,18.0,109.0,,,,15.0,23.0,1.0,4.0,9.0,1.0,7.0,11.0,1.0,4.0,8.0,11.0,4.0,3.0,3.0,4.0,4.0,37.0,32.6,6.0,MIL,109,1,240.0,42.0,82.0,0.512,12.0,32.0,0.375,15.0,19.0,0.789,5.0,29.0,34.0,19.0,5.0,5.0,10.0,24.0,111.0,,,,9.0,17.0,1.0,4.0,7.0,0.667,7.0,10.0,1.0,1.0,6.0,7.0,9.0,1.0,3.0,2.0,5.0,29.0,23.1,8.0,ORL,111,0,2025,2025-03-08,False
684,240.0,38.0,78.0,0.487,8.0,26.0,0.308,13.0,19.0,0.684,8.0,25.0,33.0,30.0,7.0,7.0,14.0,20.0,97.0,,,,10.0,19.0,1.0,4.0,8.0,0.5,7.0,8.0,0.875,2.0,9.0,11.0,9.0,2.0,2.0,4.0,4.0,23.0,21.7,-2.0,MIN,97,0,240.0,44.0,80.0,0.55,9.0,19.0,0.474,15.0,18.0,0.833,8.0,30.0,38.0,30.0,6.0,5.0,12.0,17.0,112.0,,,,15.0,22.0,1.0,4.0,7.0,0.8,8.0,9.0,1.0,5.0,7.0,10.0,13.0,2.0,2.0,2.0,3.0,40.0,43.3,21.0,DEN,112,1,2024,2024-05-14,False
685,240.0,44.0,80.0,0.55,9.0,19.0,0.474,15.0,18.0,0.833,8.0,30.0,38.0,30.0,6.0,5.0,12.0,17.0,112.0,,,,15.0,22.0,1.0,4.0,7.0,0.8,8.0,9.0,1.0,5.0,7.0,10.0,13.0,2.0,2.0,2.0,3.0,40.0,43.3,21.0,DEN,112,1,240.0,38.0,78.0,0.487,8.0,26.0,0.308,13.0,19.0,0.684,8.0,25.0,33.0,30.0,7.0,7.0,14.0,20.0,97.0,,,,10.0,19.0,1.0,4.0,8.0,0.5,7.0,8.0,0.875,2.0,9.0,11.0,9.0,2.0,2.0,4.0,4.0,23.0,21.7,-2.0,MIN,97,0,2024,2024-05-14,True
686,240.0,45.0,88.0,0.511,16.0,30.0,0.533,20.0,24.0,0.833,13.0,32.0,45.0,27.0,4.0,8.0,5.0,21.0,126.0,,,,10.0,18.0,1.0,6.0,9.0,1.0,7.0,8.0,1.0,6.0,8.0,10.0,7.0,2.0,2.0,2.0,4.0,29.0,25.9,24.0,LAC,126,0,240.0,42.0,84.0,0.5,13.0,34.0,0.382,16.0,22.0,0.727,7.0,31.0,38.0,35.0,4.0,1.0,10.0,14.0,113.0,,,,11.0,20.0,0.667,4.0,7.0,0.6,8.0,10.0,1.0,2.0,13.0,14.0,9.0,2.0,1.0,4.0,3.0,34.0,28.2,7.0,NYK,113,1,2025,2025-03-26,True
687,240.0,42.0,84.0,0.5,13.0,34.0,0.382,16.0,22.0,0.727,7.0,31.0,38.0,35.0,4.0,1.0,10.0,14.0,113.0,,,,11.0,20.0,0.667,4.0,7.0,0.6,8.0,10.0,1.0,2.0,13.0,14.0,9.0,2.0,1.0,4.0,3.0,34.0,28.2,7.0,NYK,113,1,240.0,45.0,88.0,0.511,16.0,30.0,0.533,20.0,24.0,0.833,13.0,32.0,45.0,27.0,4.0,8.0,5.0,21.0,126.0,,,,10.0,18.0,1.0,6.0,9.0,1.0,7.0,8.0,1.0,6.0,8.0,10.0,7.0,2.0,2.0,2.0,4.0,29.0,25.9,24.0,LAC,126,0,2025,2025-03-26,False
